Family,genus,species
Formicidae,TACTTMPAcanthostichus_Neotropical02,TACTTMPAcanthostichus Neotropical02 quirozi
Formicidae,TACTTMPAcanthostichus_Neotropical03,TACTTMPAcanthostichus Neotropical03 brevicornis
Formicidae,TACTTMPAcanthostichus_Neotropical03,TACTTMPAcanthostichus Neotropical03 concavinodis
Formicidae,TACTTMPAcanthostichus_Neotropical03,TACTTMPAcanthostichus Neotropical03 emmae
Formicidae,TACTTMPAcanthostichus_Neotropical03,TACTTMPAcanthostichus Neotropical03 fuscipennis
Formicidae,TACTTMPAcanthostichus_Neotropical03,TACTTMPAcanthostichus Neotropical03 laticornis
Formicidae,TACTTMPAcanthostichus_Neotropical03,TACTTMPAcanthostichus Neotropical03 sanchezorum
Formicidae,TACTTMPAcanthostichus_Neotropical03,TACTTMPAcanthostichus Neotropical03 truncatus
Formicidae,TACTTMPAcromyrmex_Nearctic11,TACTTMPAcromyrmex Nearctic11 versicolor
Formicidae,TACTTMPAcromyrmex_Neotropical01,TACTTMPAcromyrmex Neotropical01 atrina
Formicidae,TACTTMPAcromyrmex_Neotropical01,TACTTMPAcromyrmex Neotropical01 charruanus
Formicidae,TACTTMPAcromyrmex_Neotropical01,TACTTMPAcromyrmex Neotropical01 diasi
Formicidae,TACTTMPAcromyrmex_Neotropical01,TACTTMPAcromyrmex Neotropical01 fracticornis
Formicidae,TACTTMPAcromyrmex_Neotropical01,TACTTMPAcromyrmex Neotropical01 octospinosus
Formicidae,TACTTMPAcromyrmex_Neotropical01,TACTTMPAcromyrmex Neotropical01 rugosus
Formicidae,TACTTMPAcromyrmex_Neotropical02,TACTTMPAcromyrmex Neotropical02 disciger
Formicidae,TACTTMPAcromyrmex_Neotropical02,TACTTMPAcromyrmex Neotropical02 insinuator
Formicidae,TACTTMPAcromyrmex_Neotropical02,TACTTMPAcromyrmex Neotropical02 nigrosetosus
Formicidae,TACTTMPAcromyrmex_Neotropical02,TACTTMPAcromyrmex Neotropical02 pubescens
Formicidae,TACTTMPAcromyrmex_Neotropical03,TACTTMPAcromyrmex Neotropical03 biscutatus
Formicidae,TACTTMPAcromyrmex_Neotropical03,TACTTMPAcromyrmex Neotropical03 lundii
Formicidae,TACTTMPAcromyrmex_Neotropical03,TACTTMPAcromyrmex Neotropical03 pulvereus
Formicidae,TACTTMPAcromyrmex_Neotropical04,TACTTMPAcromyrmex Neotropical04 heyeri
Formicidae,TACTTMPAcromyrmex_Neotropical05,TACTTMPAcromyrmex Neotropical05 ambiguus
Formicidae,TACTTMPAcromyrmex_Neotropical05,TACTTMPAcromyrmex Neotropical05 fowleri
Formicidae,TACTTMPAcromyrmex_Neotropical05,TACTTMPAcromyrmex Neotropical05 molestans
Formicidae,TACTTMPAcromyrmex_Neotropical05,TACTTMPAcromyrmex Neotropical05 subterraneus
Formicidae,TACTTMPAcromyrmex_Neotropical06,TACTTMPAcromyrmex Neotropical06 crassispinus
Formicidae,TACTTMPAcromyrmex_Neotropical06,TACTTMPAcromyrmex Neotropical06 evenkul
Formicidae,TACTTMPAcromyrmex_Neotropical06,TACTTMPAcromyrmex Neotropical06 hispidus
Formicidae,TACTTMPAcromyrmex_Neotropical08,TACTTMPAcromyrmex Neotropical08 ameliae
