raw	clean
Mayaponera_constricta_EX1649_CASENT0636005	Mayaponera_constricta
Mayaponera_arhuaca_EX1435_INBIOCRI001241794	Mayaponera_arhuaca
Mayaponera_becculata_EX1434_CASENT0633229	Mayaponera_becculata
Mayaponera_conicula_D2105_CASENT0882077	Mayaponera_conicula
Mayaponera_pergandei_EX1436_INB0003695621	Mayaponera_pergandei
