raw	clean
Odontoponera_transversa_EX2967_CASENT0923419	Odontoponera_transversa
Odontoponera_denticulata_EX2969_CASENT0287102	Odontoponera_denticulata
Odontoponera_denticulata_EX2968_CASENT0267032	Odontoponera_denticulata
Odontoponera_denticulata_D0388_CASENT0010127	Odontoponera_denticulata
