step	function_raw	new_label	pre_dropped	sister_input	shape1	shape2	min_frac	max_frac	include_terminal	include_stem	edge_index	edge_length	chosen_frac	position_from_child	attach_age	where_node	new_tip_length	tree_depth	edge_type	reference	doi
1	graft sister to tip	Formosimyrma	FALSE	Melissotarsus_insularis	6	2	0.8	0.9	NA	NA	2035	0.3192059221	0.884002955979741	0.282178978702639	0.990237021842361	1013	0.282178979157639	1.272416001	NA	Ward et al (2015)	https://doi.org/10.1111/syen.12090
2	graft sister to clade	Gaoligongidris	FALSE	Eutetramorium_parvum,Vitsika_breviscapa	6	2	0.1	0.9	NA	NA	2420	0.0486762842	0.641881898706967	0.031244425724296	0.866367209888704	4650	0.406048791156296	1.272416001045	NA	Ward et al (2015)	https://doi.org/10.1111/syen.12090
3	graft sister to clade	Igaponera	FALSE	Dinoponera_quadriceps,Dinoponera_longipes	6	2	0.8	0.9	NA	NA	5823	0.1293079025	0.86151240746278	0.111400362386737	1.10675167256326	6350	0.165664328529737	1.272416001093	NA	Fisher et al (2025)	https://doi.org/10.3897%2Fzookeys.1264.173399
4	graft sister to clade	Aulacopone	FALSE	Heteroponera_monticola,Heteroponera_panamensis	1	1	0.1	0.9	NA	NA	3254	0.0170278292	0.374406167678535	0.00637532427465666	0.953309244585343	5067	0.319106756507657	1.272416001093	NA	Taylor (1980)	NA
5	graft sister to clade	Peronomyrmex	FALSE	Pristomyrmex_orbiceps,Pristomyrmex_rigidus	6	2	0.1	0.9	NA	NA	2530	0.1523374714	0.715157027470606	0.108945213218812	0.945120793591188	4708	0.327295207501812	1.272416001093	NA	Ward et al (2015)	https://doi.org/10.1111/syen.12090
6	graft within clade random	Pseudoatta	FALSE	Acromyrmex_versicolor,Acromyrmex_crassispinus	1	1	0.1	0.9	TRUE	TRUE	154	0.01694345417	0.69565694052726	0.011786831489866	1.18315051641613	3523	0.0892654846768661	1.272416001093	internal	Hanish et al (2022)	https://doi.org/10.1093%2Fisd%2Fixab029
7	graft sister to tip	Secostruma	FALSE	Dilobocondyla_borneensis	1	1	0.1	0.9	NA	NA	2528	0.4504423151	0.147988381795585	0.0666602293039061	1.20575577132609	1260	0.0666602297699059	1.272416001096	NA	Ward et al (2010)	https://doi.org/10.1093/sysbio/syq012
8	graft within clade random	Strongylognathus	FALSE	Tetramorium_impurum,Tetramorium_caespitum	1	1	0.1	0.9	TRUE	TRUE	2061	0.06780111277	0.520002334751189	0.0352567369391286	1.23715926364087	1026	0.0352567374591284	1.2724160011	terminal	Blaimer et al (2018)	https://doi.org/10.1093/isd/ixy013
