raw	clean
Pseudoponera_pachynoda_D2134_CASENT0249177	Pseudoponera_pachynoda
Pseudoponera_succedanea_EX2318_CASENT0647096	Pseudoponera_succedanea
Pseudoponera_cognata_EX2305_CASENT0649092	Pseudoponera_cognata
Pseudoponera_gilloglyi_EX2262_CASENT0648531	Pseudoponera_gilloglyi
Pseudoponera_gilberti_EX2319_CASENT0647097	Pseudoponera_gilberti
Pseudoponera_stigma_EX1576_CASENT0613273	Pseudoponera_stigma
